

Database of gamma-ray burst bulk properties extracted from the on-line
3B catalog in May 1996, with cluster assignments from average-linkage
hierarachical clustering, created by S. Mukherjee.  logP256 was not used 
in clustering, but was added to the database by E. Feigelson in October 1997.


SAS #   Clus #  3B cat#   log t50    log t90   logFtot    log H321  log H32  log P256
670       2       2142.    0.0535    0.3145    -6.2912     0.6980    0.7763    0.0257
671       2       2217.   -0.4935   -0.1831    -5.3350     0.9163    1.1531    0.4793
672       2       432.    -1.8539   -1.4685    -6.1493     0.6909    0.8728    0.1258
673       2       298.    -0.9547   -0.3420    -5.2019     0.4935    0.6864    1.3433
674       2       289.    -1.5229   -1.1739    -7.0138     0.8558    0.9146   -0.2924
675       2       3051.   -1.2676   -0.8665    -6.4069     1.1308    1.1308   -0.4365
676       2       3087.   -0.4949    0.0615    -5.1309     0.2508    0.4974    1.1543
677       2       1128.   -0.8013   -0.5302    -7.5750     0.3815    0.5004   -0.4634
678       2       2755.   -1.2518   -0.8416    -7.2216     0.7863    1.1329   -0.1096
679       2       856.    -0.8928   -0.0477    -7.1299    -0.1034    0.1044   -0.1152
680       2       2615.   -1.9208   -1.5528    -6.7573     0.5436    0.7346   -0.2976
681       2       474.    -1.1427   -0.8182    -5.2778     0.9272    1.0688    0.7621
682       2       3152.   -0.8928    0.2536    -4.9111     0.5634    0.7813    1.1407
683       2       2988.   -0.5918    0.6695    -5.4490     0.4921    0.7043    0.7892
684       2       2095.   -1.6198   -0.6655    -5.7746     0.9251    1.3648   -0.4271
685       2       2513.   -0.3487    0.1486    -5.8630    -0.0945    0.0512   -0.1079
686       2       1791.   -0.5436    0.0917    -7.1002    -0.6257   -0.4476    0.1559
687       2       2463.   -1.1938   -1.1938    -6.8000     0.0194    0.2029   -0.2306
688       2       2159.   -1.5850   -1.2924    -7.7986     0.3512    0.7130   -0.3556
689       2       2464.   -1.5528   -1.3188    -7.5314    -0.2882   -0.1206   -0.0605
690       3       2349.    0.2294    0.6055    -6.3683    -0.0006    0.2405   -0.3788
691       3       3167.    0.2686    0.5879    -6.3054    -0.0334    0.1919   -0.4750
692       3       2423.    0.6635    1.0615    -6.0619     0.0237    0.2491   -0.2848
693       3       2750.    0.6695    1.0467    -6.1062     0.1082    0.2836   -0.2612
694       3       2986.    0.1909    0.6055    -6.1689     0.1633    0.3336   -0.2000
695       3       3068.    0.2686    0.6124    -6.1308     0.1014    0.3106   -0.1290
696       3       914.     0.3377    0.8232    -5.7033     0.0652    0.3531    0.4036
697       3       1190.    0.2533    0.8554    -5.6774     0.0192    0.3208    0.5302
698       3       2347.    0.6055    1.0849    -5.9937     0.0891    0.2466   -0.2652
699       3       1382.    0.5051    0.8925    -6.1013     0.1270    0.3545   -0.2924
700       3       2848.    0.3860    0.8593    -6.0835     0.0983    0.3565   -0.3316
701       3       752.     0.2533    0.7356    -6.1403     0.0903    0.3365   -0.0830
702       3       2035.    0.2212    0.7038    -6.2560     0.0569    0.3116    0.0755
703       3       2254.    0.2833    0.7356    -5.8732     0.3191    0.5284    0.2143
704       3       2368.    0.2589    0.6165    -5.9283     0.3287    0.5222   -0.3206
705       3       1416.    0.1864    0.5386    -6.3762    -0.1054    0.1623    0.1770
706       3       2830.    0.1679    0.5138    -6.3556    -0.0532    0.2907   -0.1427
707       3       1693.    0.6635    1.0210    -6.2218    -0.1165    0.2911   -0.1555
708       3       2990.    0.6841    1.0505    -6.3208    -0.2146    0.3298   -0.3449
709       3       2105.    0.2212    0.5305    -6.1192     0.0137    0.3313   -0.0004
710       3       1114.    0.4496    0.6812    -5.8400    -0.0735    0.1582    0.4040
711       3       2458.    0.3440    0.6969    -5.8105    -0.1314    0.2514    0.4283
712       3       2951.    0.3627    0.6870    -5.8520     0.2514    0.4509    0.1514
713       3       493.     0.1679    0.6870    -6.1694    -0.0347    0.2518    0.0398
714       3       974.     0.2375    0.5051    -5.9555     0.2663    0.4318   -0.4724
715       3       2401.    0.1679    0.5051    -6.0309     0.2499    0.5669   -0.1733
716       3       1439.    0.3377    0.9201    -5.9743    -0.2991    0.0115   -0.2725
717       3       2453.    0.4594    1.0048    -5.9355    -0.2250    0.0323    0.1850
718       3       2381.    0.2114    0.6124    -6.3051    -0.1692   -0.0314   -0.2725
719       3       2460.    0.2201    0.6387    -6.2503    -0.1530    0.1300    0.0187
720       3       2393.    0.2533    0.7105    -5.3002    -0.2671    0.0825    0.6245
721       3       2760.    0.2533    0.6695    -5.4652    -0.2140    0.0817   -0.0630
722       3       1204.    0.0103    0.5696    -6.3096     0.1947    0.3598    0.5190
723       3       1701.    0.0366    0.5305    -6.2716     0.0211    0.3924    0.2079
724       3       2944.    0.4594    0.7147    -5.5280     0.4398    0.6418    0.1471
725       3       3144.    0.5386    0.8232    -5.6375     0.4114    0.5783   -0.4401
726       3       1443.    0.0615    0.3972    -5.7462     0.2801    0.4433    0.6524
727       3       3146.    0.1216    0.2929    -5.6083     0.3228    0.4516   -0.0696
728       3       2880.    0.2655    0.7864    -5.7498     0.1787    0.4262    0.4619
729       3       680.     0.4594    1.0392    -6.0947    -0.1609    0.1004   -0.0894
730       3       1306.    0.4874    0.8631    -6.1101    -0.1688    0.1643   -0.2660
731       3       228.     0.7407    1.0917    -6.3177    -0.1620    0.1546    0.0228
732       3       2207.    0.2375    0.5051    -6.5072    -0.1209    0.1931   -0.3116
733       3       1346.    0.3377    0.6574    -6.0631     0.3566    0.4726    0.1529
734       3       755.     0.2975    0.8105    -6.1341     0.2095    0.4368   -0.0311
735       3       414.     0.7253    1.1918    -6.2253    -0.0181    0.3451    0.0056
736       3       1125.    0.7457    1.2580    -6.1421     0.0036    0.1590   -0.3261
737       3       3139.    0.4082    0.7839    -6.2233    -0.0611    0.1344   -0.2418
738       3       3166.    0.3247    0.7407    -6.0301    -0.0644    0.1868   -0.1952
739       3       1120.    0.5386    0.9585    -6.3979     0.1400    0.2762   -0.5272
740       3       2230.    0.6870    0.8669    -6.4318     0.1229    0.4137   -0.4255
741       3       2133.    0.3247    0.5915    -6.2676     0.1561    0.4090   -0.0190
742       3       3096.    0.4190    0.8436    -5.5572     0.1481    0.3770    0.3579
743       3       516.     0.5465    1.1028    -5.9393    -0.3487   -0.0251   -0.1107
744       3       753.     0.5986    1.2610    -6.1024     0.1061    0.3608   -0.2503
745       3       2056.    0.0849    0.2533    -5.9393     0.0173    0.1705   -0.1643
746       3       2677.   -0.0477    0.3377    -5.7874     0.0426    0.2769   -0.2069
747       3       105.     0.2533    0.7147    -5.2783    -0.0285    0.1912    1.0740
748       3       1664.    0.1486    0.5465    -5.3803     0.0740    0.2368    0.9387
749       3       942.     0.4190    0.6983    -6.0761     0.7231    1.0675   -0.5406
750       3       2114.    0.4294    0.8554    -6.1328     0.7026    0.8769   -0.1068
751       3       1679.    0.1486    0.6574    -5.7866    -0.0903    0.2494   -0.3215
752       3       526.     0.3972    0.8190    -6.2172    -0.6018   -0.0497   -0.3063
753       3       1221.    0.3377    0.7839    -6.1854    -0.3539    0.0000    0.0013
754       3       179.     0.5051    0.8593    -5.9532    -0.0251    0.2584    0.6754
755       3       1747.    0.3844    0.4678    -6.2198     0.8011    1.3846   -0.0292
756       3       3160.    0.3860    0.4874    -6.1851     0.8869    1.1175   -0.0605
757       3       2861.   -0.0975    0.2038    -5.7512     0.1990    0.4250    0.2044
758       3       108.     0.1072    0.4964    -5.8195     0.1398    0.3320   -0.3575
759       3       1492.    0.2212    0.6124    -5.9938    -0.6067   -0.1844   -0.2749
760       3       2945.   -0.0477    0.5305    -6.0273    -0.5113   -0.1589    0.1297
761       3       1167.    0.8781    1.3905    -6.3983     0.1232    0.3730   -0.3904
762       3       2442.    1.1006    1.3744    -6.4657    -0.0107    0.2393   -0.3197
763       3       465.     0.6870    1.1406    -6.4148     0.2003    0.5833   -0.5100
764       3       2515.    0.4545    1.0223    -6.3218     0.2978    0.5063   -0.0650
765       3       2424.    0.2662    0.3927    -5.8083    -0.0516    0.2011   -0.3625
766       3       501.     0.6983    1.5280    -6.1878     0.0981    0.3814    0.0410
767       3       2719.    0.8961    1.5426    -6.1974     0.2856    0.5261    0.0945
768       3       401.     0.4594    0.7038    -6.6996     0.1914    0.3770   -0.4776
769       3       690.     0.3247    0.5051    -6.6613     0.0393    0.2583   -0.3872
770       3       3088.    0.2975    0.7147    -5.9120    -0.2309   -0.0115   -0.2716
771       3       555.     0.2833    0.6191    -6.1998     0.5522    0.8477    0.1159
772       3       2152.    0.3502    0.6450    -6.4355    -0.8556   -0.5409   -0.1302
773       3       2980.    0.0660    0.4600    -6.4613    -0.7451   -0.4366   -0.1681
774       3       373.    -0.1146    0.1864    -6.5587     1.1515    1.2658   -0.1911
775       3       2633.   -0.1726    0.1486    -6.5662     0.7819    1.2403   -0.1500
776       3       2850.   -0.0477    0.3502    -6.5839    -0.2936   -0.0346   -0.2976
777       3       3028.    0.1901    0.6320    -6.5355    -0.3882   -0.0307    0.0120
778       3       1298.    0.2212    0.5915    -6.9634    -0.0032    0.2195   -0.4921
779       3       2129.    0.9764    1.0940    -6.1878     0.0335    0.4707   -0.2534
780       3       1435.   -0.1524    0.0849    -6.6875     0.8962    0.8962   -0.4389
781       3       2776.    0.1864    0.2907    -6.6753     0.8122    0.8122   -0.2692
782       3       1153.    0.4082    0.9554    -6.4145    -0.1157    0.1620   -0.4698
783       3       2917.    0.5986    1.0745    -6.2782    -0.3451   -0.1506   -0.2865
784       3       2641.    0.0615    0.3625    -5.5390    -0.1501    0.1257   -0.3747
785       3       2382.   -0.0799    0.2833    -5.7739    -0.6400   -0.2743   -0.4365
786       3       2844.    0.2742    0.4396    -6.8771     0.3208    0.6089   -0.1379
787       3       2358.   -0.0177    0.1072    -6.9794     1.0799    1.1249   -0.3363
788       3       1634.   -0.1146    0.1486    -5.4019     0.9441    1.1484    0.2560
789       3       2283.    0.2833    0.3502    -5.6753     1.0633    1.0633   -0.1427
790       3       1974.    0.6055    0.8593    -5.1238    -0.4535   -0.1753    0.7475
791       3       2680.    0.4060    0.7305    -5.5890    -0.5193   -0.3685   -0.0429
792       3       3127.    0.7885    1.1169    -5.7256    -0.6750   -0.2804   -0.3206
793       3       734.    -0.3487    0.2533    -6.0541     0.9497    1.0450   -0.0487
794       3       1637.    0.1864    0.6754    -6.4457     0.9065    1.6658   -0.2457
795       3       1145.    0.2041    1.5077    -6.2709    -0.1678    0.1242    0.2460
796       3       834.    -0.1146    0.0366    -7.1151     0.3439    1.2148   -0.4449
797       4       2757.   -1.1938   -1.1938    -5.5355    -1.6394   -1.2214   -0.2291
